order_id,carrier,tracking_number,shipped_date,estimated_delivery,current_status,last_location
ORD103948,UPS,UP1261984949,2026-01-07,2026-01-15,Delayed - carrier exception,"Minneapolis, MN"
ORD103949,UPS,DH3783865082,2025-11-12,2025-11-16,Delivered,"Boston, MA"
ORD103951,USPS,US1847467382,2026-02-13,2026-02-21,Delivered,"Seattle, WA"
ORD103952,FedEx,DH7571794354,2026-04-10,2026-04-13,Delivered,"San Diego, CA"
ORD103953,FedEx,FE7195609782,2026-03-12,2026-03-16,In Transit,"Raleigh, NC"
ORD103954,UPS,US7209437593,2025-11-07,2025-11-10,Delivered,"San Diego, CA"
ORD103955,DHL,UP4806868622,2025-09-07,2025-09-10,Delivered,"Chicago, IL"
ORD103956,FedEx,FE2571731627,2026-04-13,2026-04-15,Delivered,"Portland, OR"
ORD103957,UPS,DH7337789522,2025-11-05,2025-11-09,Delivered,"Portland, OR"
ORD103958,DHL,US3042764459,2025-11-05,2025-11-12,Delivered,"Atlanta, GA"
ORD103959,DHL,US6461856322,2025-08-21,2025-08-30,Delivered,"Denver, CO"
ORD103960,USPS,US9493793715,2025-11-05,2025-11-09,Delivered,"Columbus, OH"
ORD103961,UPS,US1605663959,2025-08-27,2025-08-29,Delivered,"Boston, MA"
ORD103962,FedEx,DH3463826519,2026-04-01,2026-04-06,Delivered,"Columbus, OH"
ORD103963,UPS,US7018759301,2026-01-02,2026-01-04,Delivered,"Nashville, TN"
ORD103964,FedEx,FE2702179171,2026-03-05,2026-03-10,Delivered,"Miami, FL"
ORD103965,FedEx,DH6360831266,2026-07-16,2026-07-20,Delivered,"Boston, MA"
ORD103966,USPS,UP8819178082,2026-02-15,2026-02-18,Returned to Sender,"Portland, OR"
ORD103967,FedEx,US1402092272,2025-09-05,2025-09-12,Delivered,"Portland, OR"
ORD103968,UPS,UP3552086320,2025-08-13,2025-08-17,Delivered,"Raleigh, NC"
ORD103970,UPS,UP8131820147,2025-12-09,2025-12-15,Delivered,"Chicago, IL"
ORD103971,UPS,UP9172496004,2026-06-20,2026-06-29,Delivered,"Seattle, WA"
ORD103972,DHL,FE3887336433,2025-10-15,2025-10-19,Delivered,"Raleigh, NC"
ORD103973,USPS,FE8816311148,2026-07-05,2026-07-10,Delivered,"Atlanta, GA"
ORD103974,USPS,DH2591294292,2026-04-18,2026-04-26,Delivered,"Chicago, IL"
ORD103975,FedEx,UP3624253543,2026-04-18,2026-04-20,Delivered,"Nashville, TN"
ORD103976,USPS,US6250576500,2026-05-01,2026-05-07,Returned to Sender,"Atlanta, GA"
ORD103977,DHL,US8257023134,2025-11-06,2025-11-11,Returned to Sender,"Chicago, IL"
ORD103978,DHL,US1925925044,2025-11-20,2025-11-23,Delivered,"Denver, CO"
ORD103979,DHL,FE3056527212,2026-03-04,2026-03-06,Delivered,"Phoenix, AZ"
ORD103980,FedEx,FE6178929202,2025-09-15,2025-09-22,Delivered,"Phoenix, AZ"
ORD103981,UPS,FE1550079742,2025-09-27,2025-10-02,Delivered,"Nashville, TN"
ORD103982,UPS,FE8516407162,2025-11-26,2025-12-04,In Transit,"Boston, MA"
ORD103983,FedEx,UP8564406639,2026-02-28,2026-03-08,In Transit,"Miami, FL"
ORD103984,DHL,US1817702294,2025-09-13,2025-09-17,Delivered,"Salt Lake City, UT"
ORD103985,FedEx,UP4246410322,2026-06-08,2026-06-12,Delivered,"Austin, TX"
ORD103986,FedEx,DH6927755019,2025-11-10,2025-11-13,Out for Delivery,"Nashville, TN"
ORD103987,USPS,UP5944962594,2025-09-07,2025-09-15,Delayed - carrier exception,"Minneapolis, MN"
ORD103988,FedEx,US3835098731,2026-04-26,2026-05-04,Delivered,"Austin, TX"
ORD103993,USPS,FE7505769938,2026-07-30,2026-08-01,Delayed - carrier exception,"Denver, CO"
ORD103994,DHL,UP1142406060,2025-08-14,2025-08-22,In Transit,"Nashville, TN"
ORD103995,UPS,UP3030844699,2026-01-19,2026-01-26,Delivered,"San Diego, CA"
ORD103996,UPS,DH2599604429,2026-04-03,2026-04-08,Returned to Sender,"Nashville, TN"
ORD103998,FedEx,DH6154393681,2025-09-08,2025-09-16,Delivered,"Chicago, IL"
ORD103999,FedEx,DH4540446299,2026-07-03,2026-07-08,Delivered,"Columbus, OH"
ORD104000,UPS,UP9548339618,2026-04-21,2026-04-25,In Transit,"Seattle, WA"
ORD104001,USPS,FE1071552986,2025-11-17,2025-11-21,Delivered,"Boston, MA"
ORD104002,DHL,FE2734465520,2025-10-12,2025-10-21,Delivered,"Portland, OR"
ORD104003,FedEx,UP4028150468,2026-01-31,2026-02-05,Delivered,"San Diego, CA"
ORD104005,DHL,FE5927907229,2026-07-07,2026-07-15,In Transit,"Raleigh, NC"
ORD104007,UPS,DH6572376988,2026-01-01,2026-01-05,In Transit,"Miami, FL"
ORD104008,FedEx,FE6117762520,2025-12-22,2025-12-26,Delivered,"Austin, TX"
ORD104009,FedEx,US2574901300,2025-12-04,2025-12-10,Delivered,"Seattle, WA"
ORD104010,DHL,DH4652440765,2025-10-20,2025-10-28,Returned to Sender,"Minneapolis, MN"
ORD104011,FedEx,FE1837924588,2025-08-26,2025-08-28,Delivered,"San Diego, CA"
ORD104012,UPS,DH1530140828,2026-01-05,2026-01-13,Delivered,"Nashville, TN"
ORD104014,FedEx,DH2494910601,2026-02-11,2026-02-19,In Transit,"Phoenix, AZ"
ORD104015,USPS,UP7227064679,2026-01-10,2026-01-16,Delivered,"Denver, CO"
ORD104016,UPS,US7981448447,2026-04-09,2026-04-17,Delivered,"Raleigh, NC"
ORD104017,UPS,DH2687116294,2025-11-14,2025-11-19,Delivered,"Raleigh, NC"
ORD104018,DHL,DH1186191881,2026-02-28,2026-03-05,Delivered,"Salt Lake City, UT"
ORD104019,FedEx,US4257622547,2026-06-09,2026-06-17,Delivered,"Austin, TX"
ORD104020,DHL,FE1187463568,2026-05-25,2026-05-28,Delivered,"Raleigh, NC"
ORD104021,USPS,FE4643529664,2026-06-09,2026-06-18,Returned to Sender,"Salt Lake City, UT"
ORD104022,DHL,FE9206621007,2025-08-19,2025-08-22,Delivered,"San Diego, CA"
ORD104023,DHL,US6486224088,2025-12-03,2025-12-08,Delivered,"Seattle, WA"
ORD104024,DHL,FE5764457008,2025-09-18,2025-09-22,Delivered,"Raleigh, NC"
ORD104025,FedEx,FE5892705639,2026-07-01,2026-07-03,Delivered,"Boston, MA"
ORD104026,USPS,DH7054791641,2026-02-19,2026-02-28,Returned to Sender,"Denver, CO"
ORD104027,DHL,DH8066029661,2026-01-17,2026-01-26,Delivered,"Columbus, OH"
ORD104028,UPS,US7794716358,2026-07-20,2026-07-28,Delivered,"Boston, MA"
ORD104031,FedEx,US2615614147,2026-02-12,2026-02-18,Delivered,"Salt Lake City, UT"
ORD104032,UPS,FE2251273196,2025-08-19,2025-08-23,Delivered,"Denver, CO"
ORD104035,UPS,FE5087070215,2025-10-04,2025-10-08,Returned to Sender,"Salt Lake City, UT"
ORD104036,FedEx,US5261489099,2025-11-25,2025-12-04,Delivered,"Raleigh, NC"
ORD104037,FedEx,UP3421036681,2026-07-29,2026-08-04,Delivered,"Phoenix, AZ"
ORD104038,USPS,UP2897698582,2026-04-25,2026-05-03,Delivered,"Nashville, TN"
ORD104039,UPS,UP2166798056,2026-05-26,2026-06-03,In Transit,"Raleigh, NC"
ORD104040,DHL,US5432399025,2025-10-29,2025-11-01,Delivered,"Nashville, TN"
ORD104041,FedEx,FE4427577717,2026-04-14,2026-04-20,Delivered,"Salt Lake City, UT"
ORD104042,USPS,US4769379118,2026-04-10,2026-04-17,Delivered,"Chicago, IL"
ORD104043,UPS,FE7472713925,2026-06-17,2026-06-23,Delivered,"Minneapolis, MN"
ORD104044,USPS,DH7305726313,2025-12-03,2025-12-07,Out for Delivery,"Seattle, WA"
ORD104045,UPS,FE8720241440,2026-02-26,2026-02-28,Delivered,"Nashville, TN"
ORD104046,DHL,UP3435249707,2026-07-23,2026-07-30,Out for Delivery,"Phoenix, AZ"
ORD104047,DHL,UP8717941278,2026-07-01,2026-07-06,Delivered,"Raleigh, NC"
ORD104048,FedEx,US9909007371,2026-05-28,2026-06-01,In Transit,"Minneapolis, MN"
ORD104049,UPS,FE1416308165,2026-06-07,2026-06-15,In Transit,"Denver, CO"
ORD104050,USPS,US3492638904,2026-04-23,2026-04-27,Delivered,"Austin, TX"
ORD104051,DHL,FE7957331735,2026-02-02,2026-02-08,Delivered,"Nashville, TN"
ORD104052,FedEx,FE2422586286,2025-11-07,2025-11-16,Delivered,"Salt Lake City, UT"
ORD104054,USPS,US7220058451,2026-03-07,2026-03-15,Delivered,"Atlanta, GA"
ORD104055,FedEx,US5134081764,2025-09-01,2025-09-08,Delivered,"Portland, OR"
ORD104056,DHL,US1041760180,2026-01-27,2026-02-02,Delivered,"Atlanta, GA"
ORD104058,UPS,UP1313553339,2026-01-31,2026-02-06,Delivered,"Austin, TX"
ORD104059,UPS,UP7749900948,2026-05-24,2026-05-27,Returned to Sender,"Austin, TX"
ORD104060,FedEx,UP1870262312,2025-10-06,2025-10-12,Delivered,"Columbus, OH"
ORD104061,DHL,UP8708092654,2025-09-19,2025-09-22,Delivered,"Denver, CO"
ORD104062,UPS,FE2983451339,2026-03-21,2026-03-29,Returned to Sender,"Portland, OR"
ORD104064,DHL,DH9506268269,2026-04-20,2026-04-27,Delivered,"Raleigh, NC"
ORD104066,FedEx,UP3303931999,2025-11-01,2025-11-07,Delivered,"Chicago, IL"
ORD104067,FedEx,US9507402260,2026-02-15,2026-02-19,Delivered,"Columbus, OH"
ORD104068,FedEx,DH7893078296,2025-12-28,2025-12-30,Delivered,"Minneapolis, MN"
ORD104069,UPS,DH5355406426,2026-04-06,2026-04-13,Delivered,"San Diego, CA"
ORD104070,UPS,UP6128034999,2026-03-06,2026-03-11,Delivered,"Minneapolis, MN"
ORD104071,FedEx,DH7100898359,2025-09-17,2025-09-20,Returned to Sender,"Chicago, IL"
ORD104072,FedEx,DH6038721995,2026-06-04,2026-06-13,In Transit,"Miami, FL"
ORD104073,FedEx,DH4477287033,2025-12-17,2025-12-26,Delivered,"Austin, TX"
ORD104075,USPS,UP7147503565,2026-06-08,2026-06-12,Delivered,"Miami, FL"
ORD104076,DHL,FE8803237251,2025-09-16,2025-09-20,Delivered,"Austin, TX"
ORD104077,USPS,UP9399427907,2025-08-07,2025-08-16,Out for Delivery,"Denver, CO"
ORD104078,UPS,DH7448826283,2025-10-15,2025-10-24,Out for Delivery,"Salt Lake City, UT"
ORD104080,DHL,DH4441804625,2025-09-03,2025-09-08,Out for Delivery,"Portland, OR"
ORD104081,UPS,DH8189425483,2026-01-04,2026-01-11,Delivered,"Raleigh, NC"
ORD104083,FedEx,UP9931910422,2026-04-04,2026-04-12,Delivered,"Atlanta, GA"
ORD104084,DHL,FE1223789819,2026-02-19,2026-02-26,Delivered,"Nashville, TN"
ORD104085,USPS,FE5128154629,2026-04-25,2026-05-02,Delivered,"Nashville, TN"
ORD104086,UPS,UP8387237923,2025-11-20,2025-11-26,Delivered,"Chicago, IL"
ORD104087,USPS,US8373787312,2026-04-05,2026-04-10,Delivered,"Portland, OR"
ORD104089,DHL,DH7916793182,2025-08-22,2025-08-29,Delivered,"Miami, FL"
ORD104091,UPS,FE4426340379,2025-08-09,2025-08-14,Delivered,"Nashville, TN"
ORD104093,DHL,UP2298513130,2026-08-01,2026-08-05,Delivered,"Boston, MA"
ORD104094,DHL,FE6578347436,2026-03-26,2026-04-02,In Transit,"San Diego, CA"
ORD104095,UPS,UP7328277012,2025-09-29,2025-10-05,Delivered,"Denver, CO"
ORD104096,FedEx,US9747783350,2025-12-07,2025-12-10,In Transit,"Chicago, IL"
ORD104097,USPS,UP3005271885,2026-02-25,2026-03-06,Delivered,"Denver, CO"
ORD104099,UPS,FE9130831427,2026-01-19,2026-01-27,Delivered,"San Diego, CA"
ORD104100,UPS,FE5680941946,2025-08-24,2025-08-27,Delivered,"Raleigh, NC"
ORD104101,FedEx,US9235154091,2026-02-10,2026-02-16,Out for Delivery,"Denver, CO"
ORD104102,USPS,US5965949860,2026-05-01,2026-05-03,In Transit,"San Diego, CA"
ORD104103,UPS,UP5628634443,2025-09-24,2025-09-27,Delivered,"Seattle, WA"
ORD104104,UPS,DH3100344092,2026-02-24,2026-03-05,Delivered,"Phoenix, AZ"
ORD104106,UPS,US8032869390,2026-06-15,2026-06-19,Delivered,"Columbus, OH"
ORD104108,FedEx,DH8233824123,2026-06-18,2026-06-26,Returned to Sender,"Austin, TX"
ORD104109,DHL,US9133884572,2026-02-01,2026-02-07,Delivered,"Portland, OR"
ORD104110,USPS,FE6833695932,2025-12-24,2025-12-26,Delivered,"Columbus, OH"
ORD104112,UPS,US7057133119,2025-11-27,2025-12-02,In Transit,"Austin, TX"
ORD104114,UPS,UP6749856595,2025-08-30,2025-09-07,Delivered,"Portland, OR"
ORD104115,FedEx,FE1227000094,2026-06-21,2026-06-24,Delivered,"Portland, OR"
ORD104116,FedEx,DH6188860651,2026-04-10,2026-04-19,Delivered,"Phoenix, AZ"
ORD104117,FedEx,FE8762809504,2025-11-16,2025-11-21,Delivered,"Atlanta, GA"
ORD104118,FedEx,US2266826065,2025-12-15,2025-12-20,Returned to Sender,"Nashville, TN"
ORD104119,UPS,US4620458117,2026-05-20,2026-05-24,In Transit,"Portland, OR"
ORD104120,FedEx,US6119654200,2025-08-18,2025-08-27,Delivered,"Portland, OR"
ORD104121,DHL,UP2803147495,2025-09-28,2025-10-02,Delivered,"Nashville, TN"
ORD104122,DHL,DH6130303307,2025-08-20,2025-08-25,Delivered,"Raleigh, NC"
ORD104123,DHL,DH9744772786,2025-10-12,2025-10-19,Delivered,"Chicago, IL"
ORD104125,USPS,US1243557326,2025-09-25,2025-09-28,Delivered,"Atlanta, GA"
ORD104126,UPS,UP3144781268,2025-12-18,2025-12-25,Delivered,"Columbus, OH"
ORD104127,DHL,UP5224817601,2026-06-19,2026-06-27,Delivered,"Seattle, WA"
ORD104130,USPS,DH6510562182,2026-03-19,2026-03-22,Delivered,"Miami, FL"
ORD104131,DHL,US1797881019,2025-08-30,2025-09-03,Returned to Sender,"Seattle, WA"
ORD104132,USPS,US4859827867,2025-12-31,2026-01-09,In Transit,"Boston, MA"
ORD104133,USPS,UP8558278442,2025-11-10,2025-11-18,In Transit,"Atlanta, GA"
ORD104134,USPS,US4922899569,2025-12-26,2026-01-02,Delivered,"Salt Lake City, UT"
ORD104138,UPS,UP5224671447,2025-10-10,2025-10-12,Delivered,"Seattle, WA"
ORD104139,FedEx,US2252910429,2025-10-13,2025-10-22,Delivered,"Denver, CO"
ORD104140,UPS,UP2623593872,2026-05-11,2026-05-18,In Transit,"Nashville, TN"
ORD104141,USPS,UP5359887349,2025-12-03,2025-12-09,In Transit,"Boston, MA"
ORD104142,UPS,FE9026519731,2026-04-27,2026-04-30,Delivered,"Boston, MA"
ORD104143,UPS,DH4808776399,2026-03-02,2026-03-10,Delivered,"Boston, MA"
ORD104144,USPS,UP1559774523,2026-04-07,2026-04-09,Delivered,"Portland, OR"
ORD104145,DHL,UP2173003508,2026-01-08,2026-01-17,Delivered,"Miami, FL"
ORD104146,DHL,UP8803687947,2026-05-05,2026-05-10,Delivered,"Nashville, TN"
ORD104147,FedEx,FE1800157735,2026-05-12,2026-05-19,In Transit,"Nashville, TN"
ORD104148,FedEx,UP2314595876,2026-04-28,2026-05-07,In Transit,"Salt Lake City, UT"
ORD104149,USPS,US7726785711,2025-10-12,2025-10-21,Delivered,"Portland, OR"
ORD104150,UPS,UP5379632222,2025-11-26,2025-11-28,In Transit,"Columbus, OH"
ORD104151,FedEx,UP9343227772,2025-12-29,2026-01-03,Returned to Sender,"Columbus, OH"
ORD104152,UPS,DH9027831306,2026-01-13,2026-01-22,Delivered,"Salt Lake City, UT"
ORD104155,DHL,US5322527660,2025-11-24,2025-11-27,Delivered,"Salt Lake City, UT"
ORD104156,USPS,FE1998272753,2026-07-20,2026-07-28,In Transit,"Raleigh, NC"
ORD104157,DHL,UP6916288611,2025-12-20,2025-12-26,Returned to Sender,"Boston, MA"
ORD104158,DHL,US3185477114,2025-09-02,2025-09-05,Delayed - carrier exception,"Portland, OR"
ORD104159,FedEx,US1549127422,2025-09-02,2025-09-08,Delivered,"Raleigh, NC"
ORD104160,USPS,DH4728066704,2026-04-30,2026-05-04,Delivered,"Salt Lake City, UT"
ORD104161,UPS,FE3726504840,2026-07-06,2026-07-13,Delivered,"Phoenix, AZ"
ORD104162,UPS,FE1883813096,2025-10-25,2025-10-29,Delivered,"Boston, MA"
ORD104164,UPS,UP4548662680,2025-09-22,2025-09-25,In Transit,"Nashville, TN"
ORD104165,FedEx,UP4122051448,2025-11-09,2025-11-12,Delivered,"Atlanta, GA"
ORD104166,UPS,UP1567253773,2026-04-19,2026-04-22,Delivered,"Seattle, WA"
ORD104167,DHL,FE9271098476,2025-12-11,2025-12-20,Out for Delivery,"Raleigh, NC"
ORD104168,FedEx,DH2344568882,2025-12-20,2025-12-26,Delivered,"Salt Lake City, UT"
ORD104169,DHL,US6676285596,2025-12-24,2025-12-27,Out for Delivery,"Austin, TX"
ORD104171,DHL,FE3682682842,2025-12-08,2025-12-15,Returned to Sender,"Chicago, IL"
ORD104173,USPS,FE3131378858,2025-12-02,2025-12-08,In Transit,"Seattle, WA"
ORD104174,USPS,UP3029504916,2026-07-29,2026-08-05,Out for Delivery,"Salt Lake City, UT"
ORD104175,UPS,FE3837164261,2025-09-21,2025-09-24,Returned to Sender,"San Diego, CA"
ORD104177,UPS,FE8899037201,2026-03-29,2026-04-03,Delivered,"Atlanta, GA"
ORD104178,DHL,DH5755434136,2026-02-02,2026-02-11,In Transit,"Denver, CO"
ORD104179,FedEx,FE7927691408,2026-04-25,2026-05-03,Delivered,"Chicago, IL"
ORD104180,FedEx,US3200768794,2025-11-08,2025-11-16,Delivered,"Seattle, WA"
ORD104181,UPS,UP3049737722,2026-01-24,2026-02-02,In Transit,"Chicago, IL"
ORD104182,DHL,UP2075382280,2026-01-21,2026-01-29,In Transit,"Columbus, OH"
ORD104185,UPS,UP7993146986,2026-07-18,2026-07-24,Delivered,"Salt Lake City, UT"
ORD104186,UPS,DH3559100256,2026-02-06,2026-02-13,Delivered,"San Diego, CA"
ORD104187,DHL,DH3989506590,2025-12-19,2025-12-28,Delivered,"Portland, OR"
ORD104190,FedEx,DH7316092187,2025-10-31,2025-11-09,Delivered,"Salt Lake City, UT"
ORD104191,USPS,US8011110643,2025-09-02,2025-09-10,Delivered,"Raleigh, NC"
ORD104193,FedEx,DH4082565101,2026-01-26,2026-02-04,In Transit,"Nashville, TN"
ORD104194,FedEx,FE8489977737,2026-06-30,2026-07-04,In Transit,"Miami, FL"
ORD104195,UPS,US8598681388,2025-11-13,2025-11-18,In Transit,"Miami, FL"
ORD104196,FedEx,US4764095423,2026-01-18,2026-01-27,Delivered,"Minneapolis, MN"
ORD104197,USPS,FE7938039949,2025-09-27,2025-10-04,Delivered,"Denver, CO"
ORD104198,UPS,UP5152827684,2025-12-06,2025-12-11,Returned to Sender,"Nashville, TN"
ORD104200,FedEx,US2435741336,2026-05-10,2026-05-13,In Transit,"Atlanta, GA"
ORD104201,FedEx,DH6324312783,2026-04-07,2026-04-12,Delayed - carrier exception,"Austin, TX"
ORD104202,UPS,US6455074799,2025-12-22,2025-12-25,Returned to Sender,"Columbus, OH"
ORD104203,UPS,FE7243547958,2026-06-22,2026-06-24,Delivered,"Denver, CO"
ORD104204,DHL,UP1428180830,2026-05-30,2026-06-06,In Transit,"Portland, OR"
ORD104205,DHL,US3421739187,2025-10-27,2025-11-03,Returned to Sender,"Phoenix, AZ"
ORD104206,DHL,DH4715904639,2025-10-09,2025-10-12,In Transit,"Miami, FL"
ORD104207,USPS,US4415910219,2026-06-11,2026-06-19,Delivered,"Miami, FL"
ORD104208,UPS,FE5510560936,2026-04-19,2026-04-23,Delivered,"Salt Lake City, UT"
ORD104209,DHL,UP6962229280,2025-11-28,2025-11-30,Delivered,"Nashville, TN"
ORD104210,UPS,DH5717707135,2025-12-06,2025-12-08,In Transit,"Raleigh, NC"
ORD104212,FedEx,DH3177125073,2026-03-04,2026-03-09,Delivered,"Phoenix, AZ"
ORD104213,USPS,UP6747066173,2025-10-19,2025-10-24,Delivered,"Phoenix, AZ"
ORD104214,USPS,UP2464375176,2025-09-16,2025-09-25,Delivered,"Columbus, OH"
ORD104215,USPS,UP1041675032,2026-06-15,2026-06-17,Delivered,"Boston, MA"
ORD104217,UPS,US2358097066,2025-08-26,2025-08-28,Delivered,"Atlanta, GA"
ORD104218,FedEx,FE7562222045,2026-02-22,2026-02-26,Delivered,"San Diego, CA"
ORD104219,DHL,US1943647270,2026-07-15,2026-07-21,Delivered,"Raleigh, NC"
ORD104220,USPS,DH2818572538,2025-09-30,2025-10-05,Delivered,"Raleigh, NC"
ORD104221,USPS,FE7409743244,2026-06-01,2026-06-06,Delivered,"Seattle, WA"
ORD104222,DHL,US1139071960,2026-06-16,2026-06-23,Delivered,"Atlanta, GA"
ORD104223,FedEx,FE1754159037,2026-06-19,2026-06-27,Delivered,"Miami, FL"
ORD104224,FedEx,US4795674118,2025-08-11,2025-08-17,Returned to Sender,"Salt Lake City, UT"
ORD104225,USPS,UP2751173092,2025-10-24,2025-10-26,Delivered,"Miami, FL"
ORD104226,UPS,FE2680370707,2026-03-03,2026-03-08,Delivered,"Seattle, WA"
ORD104227,UPS,UP7217809281,2025-11-10,2025-11-16,Delivered,"Salt Lake City, UT"
ORD104229,FedEx,UP5170907351,2025-11-05,2025-11-09,Delivered,"San Diego, CA"
ORD104230,DHL,FE3912445641,2025-10-14,2025-10-18,Out for Delivery,"Miami, FL"
ORD104231,FedEx,DH8264034045,2025-08-15,2025-08-21,Delivered,"Denver, CO"
ORD104232,UPS,DH8435316370,2026-03-26,2026-04-04,In Transit,"Portland, OR"
ORD104233,USPS,UP5680521392,2026-05-08,2026-05-10,Delayed - carrier exception,"Nashville, TN"
ORD104234,FedEx,FE9200758764,2025-11-05,2025-11-08,In Transit,"Miami, FL"
ORD104235,FedEx,FE1861138302,2026-07-25,2026-07-27,In Transit,"Atlanta, GA"
ORD104236,FedEx,UP3553757833,2026-05-14,2026-05-23,Delivered,"Portland, OR"
ORD104237,FedEx,DH7860095258,2026-07-10,2026-07-17,In Transit,"Portland, OR"
ORD104238,USPS,FE6409187502,2025-11-23,2025-11-30,Delivered,"Phoenix, AZ"
ORD104239,UPS,UP2589291624,2025-08-11,2025-08-20,Delivered,"Columbus, OH"
ORD104240,FedEx,DH6010541138,2025-12-06,2025-12-10,Out for Delivery,"Salt Lake City, UT"
ORD104241,DHL,UP7790300369,2025-10-01,2025-10-08,Delivered,"Salt Lake City, UT"
ORD104242,UPS,US5907215430,2026-04-10,2026-04-12,Delivered,"Columbus, OH"
ORD104243,FedEx,US9573814270,2025-10-19,2025-10-25,Delivered,"Denver, CO"
ORD104244,USPS,DH3110492421,2026-04-28,2026-05-06,In Transit,"Portland, OR"
ORD104245,USPS,FE6033592457,2026-07-18,2026-07-26,Delivered,"Phoenix, AZ"
ORD104246,DHL,DH7249800848,2025-10-07,2025-10-11,Out for Delivery,"Austin, TX"
ORD104247,UPS,UP6947658155,2025-11-15,2025-11-23,Delivered,"San Diego, CA"
ORD104248,USPS,FE4464003823,2026-05-09,2026-05-17,Returned to Sender,"Portland, OR"
ORD104249,UPS,UP3384307442,2026-06-26,2026-07-04,Delivered,"Phoenix, AZ"
ORD104251,DHL,DH5094540807,2026-06-09,2026-06-11,Delivered,"Seattle, WA"
ORD104252,USPS,FE1758621486,2025-11-12,2025-11-19,Delivered,"Denver, CO"
ORD104253,UPS,DH9487209808,2025-09-08,2025-09-15,Delivered,"Seattle, WA"
ORD104254,FedEx,FE5561807114,2026-01-18,2026-01-24,Returned to Sender,"Austin, TX"
ORD104256,UPS,FE6590467481,2025-09-20,2025-09-29,Delivered,"Chicago, IL"
ORD104257,DHL,US5635042517,2025-09-13,2025-09-18,Delivered,"Columbus, OH"
ORD104259,USPS,FE1663495368,2025-10-28,2025-11-04,In Transit,"Seattle, WA"
ORD104260,FedEx,UP3228312580,2026-03-22,2026-03-31,Delivered,"Austin, TX"
ORD104261,FedEx,FE3275890619,2025-08-17,2025-08-20,Delivered,"Austin, TX"
ORD104262,FedEx,DH2239082843,2025-11-07,2025-11-14,Returned to Sender,"Boston, MA"
ORD104263,UPS,UP4143070103,2025-10-12,2025-10-19,Delivered,"Portland, OR"
ORD104265,DHL,DH2008241843,2025-11-28,2025-12-05,Out for Delivery,"Denver, CO"
ORD104267,FedEx,US9546211412,2026-03-30,2026-04-06,Delivered,"Boston, MA"
ORD104268,FedEx,US2307438664,2025-09-30,2025-10-03,Delivered,"Raleigh, NC"
ORD104269,FedEx,UP2487850608,2025-10-15,2025-10-24,Delayed - carrier exception,"Minneapolis, MN"
ORD104270,DHL,UP3657382737,2026-03-18,2026-03-27,Delivered,"Austin, TX"
ORD104271,USPS,DH4019412177,2026-07-02,2026-07-04,Returned to Sender,"Columbus, OH"
ORD104272,UPS,DH8284361406,2026-06-09,2026-06-18,Delivered,"San Diego, CA"
ORD104273,UPS,DH1726472332,2025-08-24,2025-08-28,Delivered,"Austin, TX"
ORD104274,DHL,UP4530783448,2025-09-05,2025-09-09,In Transit,"Raleigh, NC"
ORD104275,DHL,UP2107146656,2026-05-02,2026-05-06,Delivered,"Boston, MA"
ORD104276,UPS,FE1039925083,2026-03-07,2026-03-10,Delivered,"Seattle, WA"
ORD104277,UPS,DH1483409971,2025-08-29,2025-09-03,Delivered,"San Diego, CA"
ORD104278,FedEx,US1677604660,2025-11-12,2025-11-21,Delivered,"Phoenix, AZ"
ORD104279,UPS,DH5128130179,2026-05-14,2026-05-18,Delivered,"Seattle, WA"
ORD104280,FedEx,US1974315627,2025-12-01,2025-12-03,Delivered,"San Diego, CA"
ORD104282,DHL,US1267834505,2026-06-12,2026-06-17,Delivered,"Raleigh, NC"
ORD104283,FedEx,DH5413230271,2025-08-30,2025-09-07,Delivered,"Miami, FL"
ORD104284,USPS,FE9510537677,2025-10-14,2025-10-18,Delivered,"Chicago, IL"
ORD104286,UPS,FE5274061729,2026-02-17,2026-02-23,Returned to Sender,"Raleigh, NC"
ORD104287,USPS,UP2294593921,2026-06-12,2026-06-21,In Transit,"Columbus, OH"
ORD104288,UPS,DH7229658178,2025-08-14,2025-08-21,Delivered,"Minneapolis, MN"
ORD104289,FedEx,FE9127154608,2025-10-29,2025-11-06,Out for Delivery,"Denver, CO"
ORD104291,UPS,FE9049012072,2026-05-13,2026-05-22,Delivered,"Phoenix, AZ"
ORD104292,USPS,FE6623654882,2026-02-06,2026-02-10,Delivered,"Raleigh, NC"
ORD104293,UPS,UP9165034600,2026-05-21,2026-05-29,Delivered,"Austin, TX"
ORD104294,UPS,FE3273350122,2026-04-06,2026-04-13,Delivered,"Seattle, WA"
ORD104295,FedEx,US9784846313,2026-01-06,2026-01-10,Delivered,"Minneapolis, MN"
ORD104296,USPS,FE8534815269,2026-01-10,2026-01-19,Out for Delivery,"Salt Lake City, UT"
ORD104297,UPS,DH7476833687,2025-12-07,2025-12-10,Delivered,"Boston, MA"
ORD104300,USPS,FE4229810052,2026-07-15,2026-07-18,Delivered,"Atlanta, GA"
ORD104301,FedEx,US1465710204,2025-11-25,2025-12-01,Out for Delivery,"Nashville, TN"
ORD104302,USPS,FE7119594995,2025-10-04,2025-10-12,In Transit,"Salt Lake City, UT"
ORD104303,UPS,US4407120274,2025-08-26,2025-08-30,Delivered,"Portland, OR"
ORD104306,USPS,US5179725721,2026-05-10,2026-05-15,Delivered,"Chicago, IL"
ORD104307,UPS,UP8725424212,2026-04-15,2026-04-22,Delivered,"Boston, MA"
